,index,Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
1170,1170,"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,18.2,16.8,19.6,16.8 - 19.6,23.8-25.9,
1171,1171,"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,23.0,22.1,23.9,22.1 - 23.9,23.8-25.9,
1172,1172,"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,20.1,19.4,20.8,19.4 - 20.8,23.8-25.9,
1173,1173,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,21.6,17.3,26.4,17.3 - 26.4,21.2-24.1,
1174,1174,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,15.8,13.3,18.6,13.3 - 18.6,10.0-19.1,
1175,1175,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,19.9,17.5,22.4,17.5 - 22.4,19.2-21.1,
1176,1176,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,25.1,21.2,29.3,21.2 - 29.3,24.2-27.2,
1177,1177,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,17.0,14.8,19.4,14.8 - 19.4,10.0-19.1,
1178,1178,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,21.8,19.2,24.6,19.2 - 24.6,21.2-24.1,
1179,1179,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,17.7,15.0,20.6,15.0 - 20.6,10.0-19.1,
1180,1180,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,20.1,16.2,24.4,16.2 - 24.4,19.2-21.1,
1181,1181,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,16.9,12.9,21.5,12.9 - 21.5,10.0-19.1,
1182,1182,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,Florida,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,19.3,16.9,21.9,16.9 - 21.9,19.2-21.1,
1183,1183,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,Georgia,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,19.5,15.9,23.5,15.9 - 23.5,19.2-21.1,
1184,1184,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,Hawaii,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,10.0,7.9,12.6,7.9 - 12.6,10.0-19.1,
1185,1185,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,24.1,21.2,27.3,21.2 - 27.3,21.2-24.1,
1186,1186,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,18.2,15.8,20.9,15.8 - 20.9,10.0-19.1,
1187,1187,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,26.4,23.3,29.7,23.3 - 29.7,24.2-27.2,
1188,1188,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,Iowa,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,22.7,19.6,26.1,19.6 - 26.1,21.2-24.1,
1189,1189,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,Kansas,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,24.6,21.1,28.5,21.1 - 28.5,24.2-27.2,
1190,1190,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,Kentucky,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,25.2,21.1,29.6,21.1 - 29.6,24.2-27.2,
1191,1191,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,Louisiana,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,23.6,20.4,27.1,20.4 - 27.1,21.2-24.1,
1192,1192,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,Maine,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,27.2,23.2,31.6,23.2 - 31.6,24.2-27.2,
1193,1193,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,Maryland,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,18.9,16.2,21.9,16.2 - 21.9,10.0-19.1,
1194,1194,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,24.5,21.6,27.5,21.6 - 27.5,24.2-27.2,
1195,1195,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,23.0,19.1,27.2,19.1 - 27.2,21.2-24.1,
1196,1196,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,Minnesota,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,21.1,18.9,23.5,18.9 - 23.5,19.2-21.1,
1197,1197,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,Mississippi,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,26.2,21.8,31.0,21.8 - 31.0,24.2-27.2,
1198,1198,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,Missouri,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,24.4,21.2,27.9,21.2 - 27.9,24.2-27.2,
1199,1199,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,Montana,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,19.3,14.9,24.3,14.9 - 24.3,19.2-21.1,
1200,1200,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,Nebraska,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,20.2,17.7,23.0,17.7 - 23.0,19.2-21.1,
1201,1201,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,Nevada,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,15.4,12.3,19.0,12.3 - 19.0,10.0-19.1,
1202,1202,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,24.3,20.9,28.0,20.9 - 28.0,24.2-27.2,
1203,1203,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,New Jersey,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,16.1,13.7,18.8,13.7 - 18.8,10.0-19.1,
1204,1204,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,New Mexico,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,20.4,16.9,24.3,16.9 - 24.3,19.2-21.1,
1205,1205,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,New York,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,15.5,13.1,18.2,13.1 - 18.2,10.0-19.1,
1206,1206,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,North Carolina,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,19.4,16.1,23.1,16.1 - 23.1,19.2-21.1,
1207,1207,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,North Dakota,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,20.6,16.4,25.2,16.4 - 25.2,19.2-21.1,
1208,1208,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,Ohio,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,22.2,18.9,25.7,18.9 - 25.7,21.2-24.1,
1209,1209,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,Oklahoma,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,22.8,19.7,26.2,19.7 - 26.2,21.2-24.1,
1210,1210,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,24.3,21.6,27.1,21.6 - 27.1,24.2-27.2,
1211,1211,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,24.1,20.4,28.1,20.4 - 28.1,21.2-24.1,
1212,1212,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,26.2,21.5,31.2,21.5 - 31.2,24.2-27.2,
1213,1213,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,19.2,16.3,22.4,16.3 - 22.4,19.2-21.1,
1214,1214,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,South Dakota,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,19.1,15.6,22.9,15.6 - 22.9,10.0-19.1,
1215,1215,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,Tennessee,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,23.2,19.7,27.1,19.7 - 27.1,21.2-24.1,
1216,1216,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,Texas,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,18.4,15.8,21.2,15.8 - 21.2,10.0-19.1,
1217,1217,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,Utah,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,23.0,20.2,26.0,20.2 - 26.0,21.2-24.1,
1218,1218,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,Vermont,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,18.7,15.4,22.4,15.4 - 22.4,10.0-19.1,
1219,1219,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,Virginia,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,19.3,16.8,22.1,16.8 - 22.1,19.2-21.1,
1220,1220,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,Washington,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,22.2,19.8,24.8,19.8 - 24.8,21.2-24.1,
1221,1221,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,West Virginia,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,25.1,20.8,29.7,20.8 - 29.7,24.2-27.2,
1222,1222,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,Wisconsin,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,23.4,20.0,27.1,20.0 - 27.1,21.2-24.1,
1223,1223,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,Wyoming,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,19.5,16.3,23.1,16.3 - 23.1,19.2-21.1,
1224,1224,"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,10.0,9.5,10.5,9.5 - 10.5,23.8-25.9,
1225,1225,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,14.5,12.7,16.3,12.7 - 16.3,23.8-25.9,
1226,1226,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,14.5,13.4,15.7,13.4 - 15.7,23.8-25.9,
1227,1227,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,10.8,10.0,11.6,10.0 - 11.6,23.8-25.9,
1228,1228,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,9.6,8.5,10.7,8.5 - 10.7,23.8-25.9,
1229,1229,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,5.9,5.3,6.5,5.3 - 6.5,23.8-25.9,
1230,1230,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,3.5,2.8,4.3,2.8 - 4.3,23.8-25.9,
1231,1231,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,16.491791443850268,13.0,19.347085561497323,9.1 - 13.6,23.8-25.9,1.0
1232,1232,"Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Male,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,8.2,7.5,8.9,7.5 - 8.9,23.8-25.9,
1233,1233,"Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Female,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,11.6,11.1,12.2,11.1 - 12.2,23.8-25.9,
1234,1234,"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,5.3,4.9,5.6,4.9 - 5.6,23.8-25.9,
1235,1235,"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,17.8,16.9,18.8,16.9 - 18.8,23.8-25.9,
1236,1236,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,11.5,9.6,13.6,9.6 - 13.6,23.8-25.9,
1237,1237,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,9.8,9.4,10.3,9.4 - 10.3,23.8-25.9,
1238,1238,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,9.5,8.1,11.0,8.1 - 11.0,23.8-25.9,
1239,1239,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,6.9,5.4,8.7,5.4 - 8.7,23.8-25.9,
1240,1240,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,12.5,10.3,15.0,10.3 - 15.0,23.8-25.9,
1241,1241,"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,10.2,7.0,14.1,7.0 - 14.1,23.8-25.9,
1242,1242,"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,6.4,5.5,7.3,5.5 - 7.3,23.8-25.9,
1243,1243,"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,11.0,10.3,11.8,10.3 - 11.8,23.8-25.9,
1244,1244,"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,12.2,11.8,12.7,11.8 - 12.7,23.8-25.9,
1245,1245,"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,6.4,4.4,8.9,4.4 - 8.9,6.1-8.0,
1246,1246,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,9.5,7.7,11.5,7.7 - 11.5,9.3-10.9,
1247,1247,"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,8.4,6.5,10.7,6.5 - 10.7,8.1-9.2,
1248,1248,"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,6.7,5.0,8.6,5.0 - 8.6,6.1-8.0,
1249,1249,"Received Counseling or Therapy, Last 4 Weeks",By State,California,California,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,11.6,9.5,13.9,9.5 - 13.9,11.0-18.5,
1250,1250,"Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,12.1,10.5,13.8,10.5 - 13.8,11.0-18.5,
1251,1251,"Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,10.9,9.0,13.1,9.0 - 13.1,9.3-10.9,
1252,1252,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,12.0,8.3,16.7,8.3 - 16.7,11.0-18.5,
1253,1253,"Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,18.5,14.0,23.7,14.0 - 23.7,11.0-18.5,
1254,1254,"Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,8.9,7.3,10.7,7.3 - 10.7,8.1-9.2,
1255,1255,"Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,9.3,6.6,12.7,6.6 - 12.7,9.3-10.9,
1256,1256,"Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,6.1,4.2,8.6,4.2 - 8.6,6.1-8.0,
1257,1257,"Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,8.0,6.4,9.9,6.4 - 9.9,6.1-8.0,
1258,1258,"Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,11.3,9.4,13.5,9.4 - 13.5,11.0-18.5,
1259,1259,"Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,7.7,6.1,9.7,6.1 - 9.7,6.1-8.0,
1260,1260,"Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,6.9,4.9,9.4,4.9 - 9.4,6.1-8.0,
1261,1261,"Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,10.3,8.2,12.8,8.2 - 12.8,9.3-10.9,
1262,1262,"Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,8.5,5.5,12.3,5.5 - 12.3,8.1-9.2,
1263,1263,"Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,8.0,6.1,10.1,6.1 - 10.1,6.1-8.0,
1264,1264,"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,10.0,7.8,12.6,7.8 - 12.6,9.3-10.9,
1265,1265,"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,12.6,10.1,15.5,10.1 - 15.5,11.0-18.5,
1266,1266,"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,15.9,13.5,18.5,13.5 - 18.5,11.0-18.5,
1267,1267,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,8.7,7.1,10.6,7.1 - 10.6,8.1-9.2,
1268,1268,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,9.9,8.3,11.6,8.3 - 11.6,9.3-10.9,
1269,1269,"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,8.1,5.4,11.6,5.4 - 11.6,8.1-9.2,
1270,1270,"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,9.2,7.1,11.7,7.1 - 11.7,8.1-9.2,
1271,1271,"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,9.3,6.0,13.7,6.0 - 13.7,9.3-10.9,
1272,1272,"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,9.1,7.2,11.4,7.2 - 11.4,8.1-9.2,
1273,1273,"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,7.6,5.2,10.6,5.2 - 10.6,6.1-8.0,
1274,1274,"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,10.7,8.1,13.8,8.1 - 13.8,9.3-10.9,
1275,1275,"Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,9.0,7.0,11.4,7.0 - 11.4,8.1-9.2,
1276,1276,"Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,13.0,9.0,17.9,9.0 - 17.9,11.0-18.5,
1277,1277,"Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,13.7,11.5,16.2,11.5 - 16.2,11.0-18.5,
1278,1278,"Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,2,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,8.9,6.2,12.3,6.2 - 12.3,8.1-9.2,
